期号,日期,中奖号码 1,2,3,4,5,强力球,上期出现号码,小,大,单数,双数,1-10,11-20,21-30,31-40,41-50,51-60,61-70,一奖 中奖注数,一奖 每注奖金,二奖 中奖注数,二奖 每注奖金,三奖 中奖注数,三奖 每注奖金,四奖 中奖注数,四奖 每注奖金,五奖 中奖注数,五奖 每注奖金,六奖 中奖注数,六奖 每注奖金,七奖 中奖注数,七奖 每注奖金,八奖 中奖注数,八奖 每注奖金,九奖 中奖注数,九奖 每注奖金
10/06/2018,2018-10-06,1,22,27,53,67,15,53,3,2,4,1,1,0,2,0,0,1,1,0,0.00,2,1000000.00,26,50000.00,433,100.00,1222,100.00,25010,7.00,30585,7.00,195050,4.00,467502,4.00
10/03/2018,2018-10-03,41,53,59,63,66,3,59,0,5,4,1,0,0,0,0,1,2,2,0,0.00,1,1000000.00,14,50000.00,301,100.00,725,100.00,16609,7.00,19603,7.00,132115,4.00,373796,4.00
09/29/2018,2018-09-29,9,17,34,59,64,22,,3,2,3,2,1,1,0,1,0,1,1,0,0.00,1,1000000.00,12,50000.00,319,100.00,821,100.00,17395,7.00,21031,7.00,134974,4.00,319035,4.00
09/26/2018,2018-09-26,1,2,7,30,50,8,,4,1,2,3,3,0,1,0,1,0,0,0,0.00,1,1000000.00,18,50000.00,450,100.00,1303,100.00,20818,7.00,28394,7.00,142100,4.00,315599,4.00
09/22/2018,2018-09-22,24,61,63,64,69,18,,1,4,3,2,0,0,1,0,0,0,4,0,0.00,0,0.00,10,50000.00,310,100.00,714,100.00,15663,7.00,19132,7.00,124629,4.00,330961,4.00
09/19/2018,2018-09-19,4,39,48,50,51,11,,1,4,2,3,1,0,0,1,2,1,0,0,0.00,0,0.00,11,50000.00,260,100.00,708,100.00,15157,7.00,17214,7.00,122370,4.00,304422,4.00
09/15/2018,2018-09-15,2,18,19,24,34,3,,5,0,1,4,1,2,1,1,0,0,0,0,0.00,1,1000000.00,17,50000.00,392,100.00,985,100.00,19667,7.00,24695,7.00,139303,4.00,309021,4.00
09/12/2018,2018-09-12,6,28,48,63,64,24,,2,3,1,4,1,0,1,0,1,0,2,0,0.00,1,1000000.00,6,50000.00,216,100.00,605,100.00,13437,7.00,15289,7.00,107648,4.00,262044,4.00
09/08/2018,2018-09-08,3,13,20,32,33,21,,5,0,3,2,1,2,0,2,0,0,0,0,0.00,0,0.00,11,50000.00,404,100.00,965,100.00,17208,7.00,24261,7.00,120485,4.00,273737,4.00
09/05/2018,2018-09-05,6,15,50,59,60,13,,2,3,2,3,1,1,0,0,1,2,0,0,0.00,0,0.00,10,50000.00,197,100.00,599,100.00,13230,7.00,14401,7.00,108213,4.00,276083,4.00
09/01/2018,2018-09-01,11,54,55,61,66,9,,1,4,3,2,0,1,0,0,0,2,2,0,0.00,1,1000000.00,8,50000.00,190,100.00,534,100.00,11395,7.00,12819,7.00,97456,4.00,250761,4.00
08/29/2018,2018-08-29,25,41,53,57,67,12,"25,57",1,4,5,0,0,0,1,0,1,2,1,0,0.00,0,0.00,9,50000.00,194,100.00,513,100.00,10863,7.00,12714,7.00,88382,4.00,235095,4.00
08/25/2018,2018-08-25,20,25,54,57,63,8,,2,3,3,2,0,1,1,0,0,2,1,0,0.00,1,1000000.00,11,50000.00,193,100.00,512,100.00,11466,7.00,12623,7.00,91989,4.00,232468,4.00
08/22/2018,2018-08-22,1,7,45,47,69,13,,2,3,5,0,2,0,0,0,2,0,1,0,0.00,0,0.00,9,50000.00,229,100.00,682,100.00,14070,7.00,14407,7.00,103576,4.00,232987,4.00
08/18/2018,2018-08-18,24,34,52,61,67,16,,2,3,2,3,0,0,1,1,0,1,2,0,0.00,1,1000000.00,10,50000.00,217,100.00,486,100.00,10120,7.00,12270,7.00,79489,4.00,204321,4.00
08/15/2018,2018-08-15,12,15,28,47,48,16,,3,2,2,3,0,2,1,0,2,0,0,0,0.00,3,1000000.00,12,50000.00,211,100.00,587,100.00,11296,7.00,15626,7.00,85697,4.00,199600,4.00
08/11/2018,2018-08-11,5,43,56,62,68,24,43,1,4,2,3,1,0,0,0,1,1,2,1,247000000.00,1,1000000.00,13,50000.00,459,100.00,1088,100.00,22603,7.00,27496,7.00,182336,4.00,457275,4.00
08/08/2018,2018-08-08,10,21,30,43,63,17,,3,2,3,2,1,0,2,0,1,0,1,0,0.00,0,0.00,16,50000.00,393,100.00,1076,100.00,23229,7.00,28215,7.00,178825,4.00,426109,4.00
08/04/2018,2018-08-04,3,11,38,44,58,2,"38,58",2,3,2,3,1,1,0,1,1,1,0,0,0.00,2,1000000.00,19,50000.00,421,100.00,1104,100.00,23182,7.00,28466,7.00,176166,4.00,409957,4.00
08/01/2018,2018-08-01,5,22,32,38,58,26,22,3,2,1,4,1,0,1,2,0,1,0,0,0.00,2,1000000.00,7,50000.00,337,100.00,855,100.00,18610,7.00,22329,7.00,143953,4.00,343217,4.00
07/28/2018,2018-07-28,22,27,46,56,65,13,,2,3,2,3,0,0,2,0,1,1,1,0,0.00,1,1000000.00,19,50000.00,337,100.00,881,100.00,18905,7.00,20564,7.00,151478,4.00,380039,4.00
07/25/2018,2018-07-25,2,18,41,44,64,26,,2,3,1,4,1,1,0,0,2,0,1,0,0.00,1,1000000.00,8,50000.00,338,100.00,892,100.00,19919,7.00,23652,7.00,157110,4.00,375174,4.00
07/21/2018,2018-07-21,9,23,56,58,68,1,,2,3,2,3,1,0,1,0,0,2,1,0,0.00,1,1000000.00,11,50000.00,339,100.00,850,100.00,17796,7.00,21421,7.00,140836,4.00,343434,4.00
07/18/2018,2018-07-18,1,10,27,28,36,12,,4,1,2,3,2,0,2,1,0,0,0,0,0.00,1,1000000.00,22,50000.00,387,100.00,1048,100.00,19095,7.00,24284,7.00,130424,4.00,290154,4.00
07/14/2018,2018-07-14,22,41,42,49,67,11,,1,4,3,2,0,0,1,0,3,0,1,0,0.00,1,1000000.00,8,50000.00,263,100.00,760,100.00,15805,7.00,18371,7.00,129719,4.00,337466,4.00
07/11/2018,2018-07-11,19,21,27,46,47,7,,3,2,4,1,0,1,2,0,2,0,0,0,0.00,2,1000000.00,20,50000.00,265,100.00,852,100.00,17866,7.00,16871,7.00,122922,4.00,272470,4.00
07/07/2018,2018-07-07,1,10,43,45,64,22,,2,3,3,2,2,0,0,0,2,0,1,0,0.00,0,0.00,7,50000.00,218,100.00,611,100.00,13196,7.00,15565,7.00,100361,4.00,240246,4.00
07/04/2018,2018-07-04,4,7,15,41,44,10,,3,2,3,2,2,1,0,0,2,0,0,0,0.00,0,0.00,14,50000.00,286,100.00,734,100.00,14440,7.00,18173,7.00,99951,4.00,220089,4.00
06/30/2018,2018-06-30,3,9,20,42,61,24,,3,2,3,2,2,1,0,0,1,0,1,0,0.00,1,1000000.00,8,50000.00,272,100.00,677,100.00,14139,7.00,17833,7.00,102307,4.00,232128,4.00
06/27/2018,2018-06-27,7,28,37,62,63,15,,2,3,3,2,1,0,1,1,0,0,2,0,0.00,0,0.00,7,50000.00,174,100.00,505,100.00,10953,7.00,12779,7.00,87285,4.00,207749,4.00
06/23/2018,2018-06-23,16,29,43,45,56,25,56,2,3,3,2,0,1,1,0,2,1,0,0,0.00,3,1000000.00,9,50000.00,189,100.00,498,100.00,10903,7.00,13225,7.00,85417,4.00,212703,4.00
06/20/2018,2018-06-20,4,14,23,27,56,13,,4,1,2,3,1,1,2,0,0,1,0,1,151000000.00,0,0.00,11,50000.00,387,100.00,1036,100.00,19890,7.00,23201,7.00,140654,4.00,315952,4.00
06/16/2018,2018-06-16,9,45,57,58,65,9,45,1,4,4,1,1,0,0,0,1,2,1,0,0.00,3,1000000.00,17,50000.00,230,100.00,654,100.00,14532,7.00,15975,7.00,119340,4.00,303799,4.00
06/13/2018,2018-06-13,13,20,38,45,55,1,,2,3,3,2,0,2,0,1,1,1,0,0,0.00,1,1000000.00,12,50000.00,283,100.00,703,100.00,14126,7.00,17979,7.00,110854,4.00,268388,4.00
06/09/2018,2018-06-09,6,10,15,25,36,14,,4,1,2,3,2,1,1,1,0,0,0,0,0.00,2,1000000.00,14,50000.00,463,100.00,823,100.00,15423,7.00,24000,7.00,109410,4.00,250988,4.00
06/06/2018,2018-06-06,23,28,41,53,56,14,23,2,3,3,2,0,0,2,0,1,2,0,0,0.00,0,0.00,5,50000.00,238,100.00,623,100.00,13015,7.00,15531,7.00,100711,4.00,242049,4.00
06/02/2018,2018-06-02,23,25,37,44,64,7,23,2,3,3,2,0,0,2,1,1,0,1,0,0.00,0,0.00,8,50000.00,253,100.00,721,100.00,15932,7.00,16625,7.00,130385,4.00,317280,4.00
05/30/2018,2018-05-30,17,23,26,46,68,20,,3,2,2,3,0,1,2,0,1,0,1,0,0.00,0,0.00,4,50000.00,187,100.00,451,100.00,10102,7.00,12541,7.00,78189,4.00,181797,4.00
05/26/2018,2018-05-26,1,21,31,45,49,21,,3,2,5,0,1,0,1,1,2,0,0,0,0.00,0,0.00,12,50000.00,197,100.00,593,100.00,12411,7.00,15223,7.00,94115,4.00,220409,4.00
05/23/2018,2018-05-23,20,54,56,61,64,7,56,1,4,1,4,0,1,0,0,0,2,2,0,0.00,0,0.00,5,50000.00,156,100.00,472,100.00,9827,7.00,10949,7.00,85400,4.00,244475,4.00
05/19/2018,2018-05-19,3,6,9,17,56,25,17,4,1,3,2,3,1,0,0,0,1,0,1,306000000.00,5,1000000.00,35,50000.00,1063,100.00,2011,100.00,35370,7.00,54499,7.00,238634,4.00,541520,4.00
05/16/2018,2018-05-16,17,19,21,22,51,19,22,4,1,4,1,0,2,2,0,0,1,0,0,0.00,0,0.00,26,50000.00,567,100.00,1353,100.00,27238,7.00,34543,7.00,198104,4.00,452836,4.00
05/12/2018,2018-05-12,22,42,45,55,56,14,,1,4,2,3,0,0,1,0,2,2,0,0,0.00,0,0.00,18,50000.00,495,100.00,1226,100.00,25352,7.00,30008,7.00,197667,4.00,491307,4.00
05/09/2018,2018-05-09,11,16,38,50,69,19,,2,3,2,3,0,2,0,1,1,0,1,0,0.00,1,1000000.00,19,50000.00,425,100.00,1117,100.00,22838,7.00,27170,7.00,178304,4.00,422491,4.00
05/05/2018,2018-05-05,14,29,36,57,61,17,14,2,3,3,2,0,1,1,1,0,1,1,0,0.00,1,1000000.00,16,50000.00,440,100.00,1045,100.00,22093,7.00,25644,7.00,174758,4.00,437129,4.00
05/02/2018,2018-05-02,5,14,31,40,50,6,50,3,2,2,3,1,1,0,2,1,0,0,0,0.00,3,1000000.00,15,50000.00,366,100.00,986,100.00,20455,7.00,25031,7.00,156039,4.00,367291,4.00
04/28/2018,2018-04-28,20,22,28,45,50,8,,3,2,1,4,0,1,2,0,2,0,0,0,0.00,1,1000000.00,13,50000.00,369,100.00,1062,100.00,21349,7.00,25054,7.00,164070,4.00,387194,4.00
04/25/2018,2018-04-25,17,18,39,56,64,12,,2,3,2,3,0,2,0,1,0,1,1,0,0.00,2,1000000.00,15,50000.00,304,100.00,779,100.00,17874,7.00,20293,7.00,142037,4.00,345710,4.00
04/21/2018,2018-04-21,40,50,54,62,69,19,,0,5,1,4,0,0,0,1,1,1,2,0,0.00,0,0.00,13,50000.00,295,100.00,873,100.00,17476,7.00,20892,7.00,138865,4.00,365518,4.00
04/18/2018,2018-04-18,9,10,12,17,23,9,17,5,0,3,2,2,2,1,0,0,0,0,0,0.00,3,1000000.00,27,50000.00,755,100.00,1323,100.00,20555,7.00,32174,7.00,128805,4.00,264901,4.00
04/14/2018,2018-04-14,17,19,26,61,62,15,,3,2,3,2,0,2,1,0,0,0,2,0,0.00,1,1000000.00,15,50000.00,295,100.00,791,100.00,17679,7.00,21091,7.00,135771,4.00,327312,4.00
04/11/2018,2018-04-11,16,18,27,55,67,18,,3,2,3,2,0,2,1,0,0,1,1,0,0.00,1,1000000.00,12,50000.00,214,100.00,641,100.00,14001,7.00,16762,7.00,109521,4.00,260083,4.00
04/07/2018,2018-04-07,2,17,20,38,39,20,,3,2,2,3,1,2,0,2,0,0,0,0,0.00,0,0.00,16,50000.00,323,100.00,822,100.00,15745,7.00,21357,7.00,118073,4.00,271318,4.00
04/04/2018,2018-04-04,8,24,42,54,64,24,"8,24",2,3,0,5,1,0,1,0,1,1,1,0,0.00,1,1000000.00,9,50000.00,205,100.00,533,100.00,10966,7.00,13051,7.00,85025,4.00,200932,4.00
03/31/2018,2018-03-31,8,24,52,55,61,21,"8,52",2,3,2,3,1,0,1,0,0,2,1,0,0.00,0,0.00,14,50000.00,265,100.00,691,100.00,15166,7.00,17740,7.00,116657,4.00,284681,4.00
03/28/2018,2018-03-28,6,8,26,52,53,21,53,3,2,1,4,2,0,1,0,0,2,0,0,0.00,1,1000000.00,10,50000.00,241,100.00,610,100.00,12457,7.00,15596,7.00,91904,4.00,212743,4.00
03/24/2018,2018-03-24,10,33,45,53,56,24,,2,3,3,2,1,0,0,1,1,2,0,1,54000000.00,2,1000000.00,7,50000.00,268,100.00,610,100.00,12548,7.00,15727,7.00,100061,4.00,244974,4.00
03/21/2018,2018-03-21,3,4,18,29,61,25,,4,1,3,2,2,1,1,0,0,0,1,0,0.00,1,1000000.00,10,50000.00,307,100.00,834,100.00,15100,7.00,19936,7.00,105640,4.00,234433,4.00
03/17/2018,2018-03-17,22,57,59,60,66,7,,1,4,2,3,0,0,1,0,0,3,1,1,455000000.00,1,1000000.00,35,50000.00,792,100.00,2086,100.00,43040,7.00,49947,7.00,349463,4.00,939414,4.00
03/14/2018,2018-03-14,6,12,24,41,68,9,,3,2,1,4,1,1,1,0,1,0,1,0,0.00,1,1000000.00,33,50000.00,676,100.00,1969,100.00,38935,7.00,46364,7.00,289904,4.00,685496,4.00
03/10/2018,2018-03-10,43,44,54,61,69,22,,0,5,3,2,0,0,0,0,2,1,2,0,0.00,3,1000000.00,22,50000.00,544,100.00,1310,100.00,28908,7.00,34112,7.00,225565,4.00,570853,4.00
03/07/2018,2018-03-07,6,13,19,36,51,18,"13,36",3,2,3,2,1,2,0,1,0,1,0,0,0.00,2,1000000.00,20,50000.00,547,100.00,1330,100.00,27888,7.00,35182,7.00,207553,4.00,484509,4.00
03/03/2018,2018-03-03,13,17,25,36,40,5,,3,2,3,2,0,2,1,2,0,0,0,0,0.00,3,1000000.00,29,50000.00,580,100.00,1540,100.00,30661,7.00,36474,7.00,224546,4.00,515506,4.00
02/28/2018,2018-02-28,12,30,59,65,69,16,,2,3,3,2,0,1,1,0,0,1,2,0,0.00,0,0.00,13,50000.00,439,100.00,1136,100.00,24073,7.00,28743,7.00,190470,4.00,470107,4.00
02/24/2018,2018-02-24,24,25,38,62,63,6,,2,3,2,3,0,0,2,1,0,0,2,0,0.00,1,1000000.00,19,50000.00,443,100.00,1114,100.00,25076,7.00,28361,7.00,200231,4.00,496095,4.00
02/21/2018,2018-02-21,7,15,31,34,36,8,,4,1,3,2,1,1,0,3,0,0,0,0,0.00,0,0.00,16,50000.00,429,100.00,1297,100.00,24578,7.00,29609,7.00,182309,4.00,423926,4.00
02/17/2018,2018-02-17,13,26,39,44,62,2,"39,44",2,3,2,3,0,1,1,1,1,0,1,0,0.00,2,1000000.00,20,50000.00,541,100.00,1129,100.00,22737,7.00,29277,7.00,180580,4.00,442560,4.00
02/14/2018,2018-02-14,37,39,44,46,69,26,,0,5,3,2,0,0,0,2,2,0,1,0,0.00,2,1000000.00,14,50000.00,562,100.00,972,100.00,19580,7.00,23193,7.00,154104,4.00,403336,4.00
02/10/2018,2018-02-10,1,13,27,41,59,20,,3,2,5,0,1,1,1,0,1,1,0,0,0.00,2,1000000.00,21,50000.00,382,100.00,931,100.00,19780,7.00,25314,7.00,152592,4.00,361514,4.00
02/07/2018,2018-02-07,23,34,35,40,47,10,23,2,3,3,2,0,0,1,3,1,0,0,0,0.00,0,0.00,16,50000.00,287,100.00,837,100.00,17893,7.00,20516,7.00,139733,4.00,342454,4.00
02/03/2018,2018-02-03,15,23,27,48,53,6,,3,2,4,1,0,1,2,0,1,1,0,0,0.00,0,0.00,12,50000.00,358,100.00,1037,100.00,20904,7.00,24804,7.00,157395,4.00,373127,4.00
01/31/2018,2018-01-31,4,7,14,46,59,22,,3,2,2,3,2,1,0,0,1,1,0,0,0.00,3,1000000.00,11,50000.00,323,100.00,876,100.00,17486,7.00,23144,7.00,126822,4.00,291834,4.00
01/27/2018,2018-01-27,17,21,26,47,54,7,,3,2,3,2,0,1,2,0,1,1,0,0,0.00,1,1000000.00,11,50000.00,381,100.00,1081,100.00,23260,7.00,23482,7.00,166928,4.00,378818,4.00
01/24/2018,2018-01-24,5,9,11,33,64,21,,4,1,4,1,2,1,0,1,0,0,1,0,0.00,1,1000000.00,12,50000.00,357,100.00,886,100.00,17320,7.00,24530,7.00,117391,4.00,258858,4.00
01/20/2018,2018-01-20,26,28,47,49,58,3,,2,3,2,3,0,0,2,0,2,1,0,0,0.00,0,0.00,14,50000.00,317,100.00,750,100.00,16108,7.00,18259,7.00,130013,4.00,325862,4.00
01/17/2018,2018-01-17,3,33,37,51,57,21,,2,3,5,0,1,0,0,2,0,2,0,0,0.00,1,1000000.00,11,50000.00,257,100.00,615,100.00,13178,7.00,16211,7.00,101876,4.00,243309,4.00
01/13/2018,2018-01-13,14,25,35,58,69,24,,2,3,3,2,0,1,1,1,0,1,1,0,0.00,2,1000000.00,10,50000.00,241,100.00,646,100.00,14010,7.00,17128,7.00,112880,4.00,280556,4.00
01/10/2018,2018-01-10,7,24,33,49,50,4,33,3,2,3,2,1,0,1,1,2,0,0,0,0.00,1,1000000.00,9,50000.00,310,100.00,747,100.00,13952,7.00,16552,7.00,107636,4.00,245657,4.00
01/06/2018,2018-01-06,12,29,30,33,61,26,,4,1,3,2,0,1,2,1,0,0,1,1,559700000.00,7,1000000.00,100,50000.00,1959,100.00,3672,100.00,42560,7.00,71227,7.00,227195,4.00,264762,4.00
01/03/2018,2018-01-03,2,18,37,39,42,12,,2,3,2,3,1,1,0,2,1,0,0,0,0.00,5,1000000.00,84,50000.00,1860,100.00,4759,100.00,95197,7.00,113256,7.00,717752,4.00,1697955,4.00
12/30/2017,2017-12-30,28,36,41,51,58,24,,1,4,2,3,0,0,1,1,1,2,0,0,0.00,3,1000000.00,36,50000.00,1091,100.00,2593,100.00,53884,7.00,66989,7.00,423692,4.00,1052771,4.00
12/27/2017,2017-12-27,3,9,16,56,60,3,3,3,2,2,3,2,1,0,0,0,2,0,0,0.00,0,0.00,26,50000.00,629,100.00,1664,100.00,35899,7.00,40916,7.00,265303,4.00,609443,4.00
12/23/2017,2017-12-23,1,3,13,15,44,25,1,4,1,4,1,2,2,0,0,1,0,0,0,0.00,1,1000000.00,39,50000.00,868,100.00,2001,100.00,37662,7.00,51187,7.00,264944,4.00,604527,4.00
12/20/2017,2017-12-20,1,20,61,64,69,20,,2,3,3,2,1,1,0,0,0,0,3,0,0.00,0,0.00,15,50000.00,382,100.00,1100,100.00,22668,7.00,27001,7.00,178105,4.00,439440,4.00
12/16/2017,2017-12-16,9,35,37,50,63,11,,1,4,4,1,1,0,0,2,1,0,1,0,0.00,1,1000000.00,13,50000.00,479,100.00,1169,100.00,25799,7.00,29109,7.00,209301,4.00,515159,4.00
12/13/2017,2017-12-13,2,24,28,51,58,7,,3,2,1,4,1,0,2,0,0,2,0,0,0.00,1,1000000.00,16,50000.00,381,100.00,1041,100.00,21465,7.00,22764,7.00,164463,4.00,390550,4.00
12/09/2017,2017-12-09,25,36,37,55,60,6,55,1,4,3,2,0,0,1,2,0,2,0,0,0.00,2,1000000.00,15,50000.00,362,100.00,816,100.00,17612,7.00,20691,7.00,140873,4.00,359087,4.00
12/06/2017,2017-12-06,19,20,50,55,62,9,,2,3,2,3,0,2,0,0,1,1,1,0,0.00,0,0.00,17,50000.00,304,100.00,767,100.00,16444,7.00,18620,7.00,130512,4.00,323667,4.00
12/02/2017,2017-12-02,28,30,32,36,58,6,28,3,2,0,5,0,0,2,2,0,1,0,0,0.00,1,1000000.00,16,50000.00,363,100.00,913,100.00,19083,7.00,22132,7.00,149980,4.00,362579,4.00
11/29/2017,2017-11-29,24,26,28,59,63,16,,3,2,2,3,0,0,3,0,0,1,1,0,0.00,1,1000000.00,8,50000.00,250,100.00,617,100.00,13470,7.00,16482,7.00,105795,4.00,255312,4.00
11/25/2017,2017-11-25,8,13,27,53,54,4,,3,2,3,2,1,1,1,0,0,2,0,0,0.00,2,1000000.00,8,50000.00,292,100.00,738,100.00,15723,7.00,19268,7.00,116327,4.00,265659,4.00
11/22/2017,2017-11-22,35,37,46,51,61,13,,0,5,4,1,0,0,0,2,1,1,1,0,0.00,0,0.00,5,50000.00,259,100.00,704,100.00,14467,7.00,16361,7.00,113478,4.00,316398,4.00
11/18/2017,2017-11-18,17,28,31,32,39,26,32,4,1,3,2,0,1,1,3,0,0,0,0,0.00,3,1000000.00,8,50000.00,312,100.00,885,100.00,17467,7.00,21884,7.00,133081,4.00,310627,4.00
11/15/2017,2017-11-15,23,32,44,48,50,25,,2,3,1,4,0,0,1,1,3,0,0,0,0.00,1,1000000.00,15,50000.00,298,100.00,665,100.00,14144,7.00,17831,7.00,107797,4.00,271462,4.00
11/11/2017,2017-11-11,4,6,16,30,56,18,,4,1,0,5,2,1,1,0,0,1,0,0,0.00,0,0.00,9,50000.00,331,100.00,709,100.00,14104,7.00,20152,7.00,101408,4.00,231818,4.00
11/08/2017,2017-11-08,12,14,20,21,34,22,"12,14",5,0,1,4,0,3,1,1,0,0,0,0,0.00,1,1000000.00,9,50000.00,267,100.00,632,100.00,11924,7.00,17454,7.00,86065,4.00,195498,4.00
11/04/2017,2017-11-04,12,14,26,48,51,13,26,3,2,1,4,0,2,1,0,1,1,0,0,0.00,2,1000000.00,10,50000.00,291,100.00,837,100.00,16101,7.00,18071,7.00,123466,4.00,291723,4.00
11/01/2017,2017-11-01,3,6,19,26,44,1,,4,1,2,3,2,1,1,0,1,0,0,0,0.00,1,1000000.00,9,50000.00,379,100.00,710,100.00,12115,7.00,19876,7.00,82126,4.00,179783,4.00
10/28/2017,2017-10-28,27,35,38,57,66,10,57,1,4,3,2,0,0,1,2,0,1,1,0,0.00,0,0.00,8,50000.00,206,100.00,526,100.00,11284,7.00,12591,7.00,92447,4.00,241876,4.00
10/25/2017,2017-10-25,18,22,29,54,57,8,,3,2,2,3,0,1,2,0,0,2,0,1,191000000.00,2,1000000.00,22,50000.00,363,100.00,1036,100.00,21106,7.00,23913,7.00,161560,4.00,384616,4.00
10/21/2017,2017-10-21,14,41,42,45,69,4,69,1,4,3,2,0,1,0,0,3,0,1,0,0.00,1,1000000.00,16,50000.00,339,100.00,905,100.00,19250,7.00,22710,7.00,155441,4.00,397576,4.00
10/18/2017,2017-10-18,30,49,54,66,69,8,"66,69",1,4,2,3,0,0,1,0,1,1,2,0,0.00,2,1000000.00,12,50000.00,308,100.00,784,100.00,16104,7.00,19150,7.00,133279,4.00,356450,4.00
10/14/2017,2017-10-14,32,37,56,66,69,11,69,1,4,2,3,0,0,0,2,0,1,2,0,0.00,0,0.00,12,50000.00,332,100.00,775,100.00,17105,7.00,19468,7.00,139783,4.00,383237,4.00
10/11/2017,2017-10-11,1,3,13,19,69,23,,4,1,5,0,2,2,0,0,0,0,1,0,0.00,0,0.00,14,50000.00,517,100.00,1055,100.00,18659,7.00,28018,7.00,124356,4.00,278284,4.00
10/07/2017,2017-10-07,10,49,61,63,65,7,63,1,4,4,1,1,0,0,0,1,0,3,0,0.00,0,0.00,10,50000.00,285,100.00,752,100.00,16040,7.00,17533,7.00,139890,4.00,377628,4.00
10/04/2017,2017-10-04,22,23,62,63,66,24,,2,3,2,3,0,0,2,0,0,0,3,0,0.00,0,0.00,11,50000.00,233,100.00,505,100.00,10636,7.00,12883,7.00,87227,4.00,224080,4.00
09/30/2017,2017-09-30,8,12,25,41,64,15,"8,25",3,2,2,3,1,1,1,0,1,0,1,0,0.00,0,0.00,10,50000.00,309,100.00,799,100.00,15956,7.00,20261,7.00,118130,4.00,269384,4.00
09/27/2017,2017-09-27,8,10,21,23,25,22,,5,0,3,2,2,0,3,0,0,0,0,0,0.00,4,1000000.00,17,50000.00,607,100.00,783,100.00,14620,7.00,27020,7.00,97825,4.00,216786,4.00
09/23/2017,2017-09-23,24,45,55,56,57,19,,1,4,3,2,0,0,1,0,1,3,0,0,0.00,1,1000000.00,6,50000.00,217,100.00,603,100.00,12406,7.00,14714,7.00,99801,4.00,259266,4.00
09/20/2017,2017-09-20,39,48,53,67,68,26,,0,5,3,2,0,0,0,1,1,1,2,0,0.00,1,1000000.00,9,50000.00,162,100.00,451,100.00,9223,7.00,11426,7.00,73809,4.00,221025,4.00
09/16/2017,2017-09-16,17,18,24,25,31,24,"17,24",5,0,3,2,0,2,2,1,0,0,0,1,132000000.00,7,1000000.00,17,50000.00,603,100.00,993,100.00,19489,7.00,29199,7.00,139007,4.00,312748,4.00
09/13/2017,2017-09-13,17,24,35,57,63,19,57,2,3,4,1,0,1,1,1,0,1,1,0,0.00,1,1000000.00,14,50000.00,298,100.00,680,100.00,15216,7.00,17924,7.00,119356,4.00,295598,4.00
09/09/2017,2017-09-09,6,20,29,57,59,22,,3,2,3,2,1,1,1,0,0,2,0,0,0.00,1,1000000.00,13,50000.00,328,100.00,858,100.00,16759,7.00,20805,7.00,126566,4.00,305478,4.00
09/06/2017,2017-09-06,8,14,32,58,67,17,,3,2,1,4,1,1,0,1,0,1,1,0,0.00,1,1000000.00,8,50000.00,246,100.00,647,100.00,14744,7.00,16551,7.00,115611,4.00,280092,4.00
09/02/2017,2017-09-02,6,21,41,52,62,26,,2,3,2,3,1,0,1,0,1,1,1,0,0.00,3,1000000.00,15,50000.00,249,100.00,610,100.00,13998,7.00,16738,7.00,114671,4.00,275197,4.00
08/30/2017,2017-08-30,19,28,43,67,69,7,,2,3,4,1,0,1,1,0,1,0,2,0,0.00,1,1000000.00,12,50000.00,245,100.00,780,100.00,15672,7.00,16000,7.00,130207,4.00,324523,4.00
08/26/2017,2017-08-26,7,15,32,38,66,15,7,3,2,2,3,1,1,0,2,0,0,1,0,0.00,1,1000000.00,7,50000.00,268,100.00,766,100.00,16915,7.00,19382,7.00,130583,4.00,300529,4.00
08/23/2017,2017-08-23,6,7,16,23,26,4,,5,0,2,3,2,1,2,0,0,0,0,1,758700000.00,34,1000000.00,331,50000.00,7790,100.00,17884,100.00,327019,7.00,428330,7.00,2261486,4.00,5130219,4.00
08/19/2017,2017-08-19,17,19,39,43,68,13,43,2,3,4,1,0,2,0,1,1,0,1,0,0.00,8,1000000.00,99,50000.00,2645,100.00,6763,100.00,144290,7.00,166736,7.00,1114767,4.00,2652465,4.00
08/16/2017,2017-08-16,9,15,43,60,64,4,,2,3,3,2,1,1,0,0,1,1,1,0,0.00,2,1000000.00,78,50000.00,1484,100.00,3590,100.00,77027,7.00,89527,7.00,606329,4.00,1473994,4.00
08/12/2017,2017-08-12,20,24,26,35,49,19,,3,2,2,3,0,1,2,1,1,0,0,0,0.00,3,1000000.00,50,50000.00,1012,100.00,2696,100.00,56126,7.00,68072,7.00,429069,4.00,1032295,4.00
08/09/2017,2017-08-09,12,30,36,47,62,9,,2,3,1,4,0,1,1,1,1,0,1,0,0.00,3,1000000.00,37,50000.00,827,100.00,2284,100.00,52964,7.00,47303,7.00,363765,4.00,877181,4.00
08/05/2017,2017-08-05,11,21,28,33,45,11,,4,1,4,1,0,1,2,1,1,0,0,0,0.00,3,1000000.00,29,50000.00,750,100.00,2118,100.00,39851,7.00,47141,7.00,280612,4.00,635990,4.00
08/02/2017,2017-08-02,1,16,54,63,69,18,1,2,3,3,2,1,1,0,0,0,1,2,0,0.00,0,0.00,20,50000.00,447,100.00,1083,100.00,22465,7.00,26480,7.00,177662,4.00,439951,4.00
